node_id,lon,lat,type,node_geom
cluster_307636760_420796190,8.565291753335048,47.28858534980556,priority,"LINESTRING (8.565296 47.288671, 8.565343 47.288623, 8.565322999999999 47.288607, 8.56532 47.288598, 8.565322999999999 47.288587, 8.565331 47.288575, 8.565343 47.288562, 8.565276000000001 47.288527, 8.565258999999999 47.288541, 8.565242 47.288551, 8.565225 47.288558, 8.565208999999999 47.288561, 8.565193000000001 47.288561, 8.565177 47.288556, 8.565136000000001 47.288607, 8.565296 47.288671)"
cluster_243091230_60549823,8.565401021162208,47.291374615585674,priority,"LINESTRING (8.565619 47.291495, 8.565666 47.291441, 8.565652999999999 47.291423, 8.565652999999999 47.291415, 8.565657 47.291407, 8.565664999999999 47.291399, 8.565676 47.291392, 8.565626999999999 47.291346, 8.565595999999999 47.291354, 8.565554000000001 47.291357, 8.565499000000001 47.291354, 8.565431999999999 47.291344, 8.565353 47.291328, 8.565261 47.291306, 8.565231000000001 47.29136, 8.565294 47.291377, 8.565351 47.291393, 8.565397000000001 47.291409, 8.565431 47.291424, 8.565447000000001 47.291437, 8.565441999999999 47.291449, 8.5655 47.291491, 8.565522 47.291479, 8.565543 47.291472, 8.565564 47.29147, 8.565583 47.291474, 8.565602 47.291482, 8.565619 47.291495)"
60550054,8.563544980021595,47.294376330958045,priority,"LINESTRING (8.563616 47.294422, 8.563637999999999 47.294397, 8.563616 47.294382, 8.563613 47.294372, 8.563613999999999 47.29436, 8.56362 47.294348, 8.56363 47.294333, 8.563556999999999 47.294304, 8.563537 47.29432, 8.563526 47.294323, 8.563514 47.294324, 8.563499999999999 47.294321, 8.563485999999999 47.294316, 8.56344 47.294365, 8.563471 47.294383, 8.563478999999999 47.294392, 8.563482 47.294402, 8.563478999999999 47.294412, 8.563472000000001 47.294421, 8.563506 47.294438, 8.563537999999999 47.294417, 8.563556 47.294413, 8.563575 47.294412, 8.563594999999999 47.294415, 8.563616 47.294422)"
170417131,8.56379776560297,47.29713896706467,right_before_left,"LINESTRING (8.56372 47.297265, 8.563836999999999 47.29724, 8.563852000000001 47.297214, 8.563855999999999 47.297193, 8.563853999999999 47.297175, 8.563853 47.297157, 8.563859000000001 47.297137, 8.563878000000001 47.297113, 8.563810999999999 47.297078, 8.563646 47.297228, 8.563713999999999 47.297262, 8.56372 47.297265)"
60549928,8.562326376626105,47.29850344061154,priority,"LINESTRING (8.562381999999999 47.298564, 8.562429 47.298516, 8.562408 47.298501, 8.562404000000001 47.298493, 8.562404000000001 47.298485, 8.562408 47.298476, 8.562416000000001 47.298466, 8.562346 47.298434, 8.562319 47.298457, 8.562306 47.298464, 8.562293 47.29847, 8.562275 47.298475, 8.562251 47.298482, 8.562258999999999 47.298542, 8.562294 47.298539, 8.562313 47.298541, 8.562334 47.298546, 8.562358 47.298553, 8.562381999999999 47.298564)"
454366947,8.567216669656895,47.29504938235218,priority,"LINESTRING (8.567219 47.295132, 8.567297999999999 47.295112, 8.567280999999999 47.295087, 8.567270000000001 47.295068, 8.567261999999999 47.295052, 8.567254999999999 47.295036, 8.567247 47.295016, 8.567237 47.29499, 8.567155 47.295005, 8.567155 47.295029, 8.567149000000001 47.295041, 8.567138 47.295054, 8.567123 47.295067, 8.567102999999999 47.29508, 8.567159999999999 47.295123, 8.567183 47.295114, 8.567193 47.295114, 8.567202999999999 47.295117, 8.567211 47.295123, 8.567219 47.295132)"
cluster_60549701_60549808_9220695427,8.567596330382036,47.296485957088336,priority,"LINESTRING (8.567757 47.29658, 8.567653999999999 47.296529, 8.567627 47.296527, 8.567607000000001 47.29651, 8.567584 47.296482, 8.567558 47.296443, 8.567527999999999 47.296393, 8.567449 47.296414, 8.567486000000001 47.29648, 8.567513999999999 47.296536, 8.567534 47.296581, 8.567545000000001 47.296617, 8.567546999999999 47.296642, 8.567541 47.296657, 8.567608999999999 47.296691, 8.567638000000001 47.296666, 8.567662 47.296649, 8.567684 47.296635, 8.567705 47.296622, 8.567729 47.296605, 8.567757 47.29658)"
170416236,8.567042695555848,47.294325800277605,priority,"LINESTRING (8.567008 47.294402, 8.567093 47.294398, 8.567080000000001 47.294267, 8.566996 47.29427, 8.566924 47.294323, 8.566954000000001 47.294377, 8.566983 47.294376, 8.566993 47.294379, 8.567000999999999 47.294384, 8.567005999999999 47.294392, 8.567008 47.294402)"
2642601233,8.566096649702548,47.293093051702016,priority,"LINESTRING (8.566172 47.293119, 8.566174999999999 47.293058, 8.566143 47.293065, 8.566122999999999 47.293064, 8.5661 47.29306, 8.566072999999999 47.293052, 8.566044 47.293042, 8.566007000000001 47.293094, 8.566027999999999 47.293106, 8.566034 47.293113, 8.566037 47.29312, 8.566037 47.293129, 8.566032999999999 47.293138, 8.566115 47.293153, 8.566127 47.293138, 8.566136 47.293132, 8.566146 47.293127, 8.566158 47.293122, 8.566172 47.293119)"
593901291,8.568401844433359,47.290227601825016,priority,"LINESTRING (8.568436 47.290245, 8.568372 47.290207, 8.568426000000001 47.290251, 8.568429999999999 47.290249, 8.568431 47.290248, 8.568432 47.290247, 8.568434 47.290246, 8.568436 47.290245)"
60652603,8.549665321060871,47.28605172787996,priority,"LINESTRING (8.549701000000001 47.286067, 8.549633999999999 47.286032, 8.549631 47.286035, 8.549630000000001 47.286036, 8.549628999999999 47.286037, 8.549628 47.286038, 8.549626 47.28604, 8.549701000000001 47.286067)"
60652524,8.5494614897714,47.28632186655371,priority,"LINESTRING (8.54946 47.286358, 8.549514 47.286314, 8.549436999999999 47.28629, 8.549427 47.286315, 8.549429 47.286327, 8.549435000000001 47.286338, 8.549445 47.286349, 8.54946 47.286358)"
243090624,8.55779367555711,47.29786326719161,right_before_left,"LINESTRING (8.557757000000001 47.297893, 8.557841 47.297884, 8.557817999999999 47.297829, 8.557779999999999 47.297842, 8.557767 47.297852, 8.557759000000001 47.297863, 8.557755999999999 47.297877, 8.557757000000001 47.297893)"
243090579,8.5596428259744,47.29751405407709,priority,"LINESTRING (8.559685999999999 47.297451, 8.559602 47.29745, 8.559595 47.29747, 8.559587000000001 47.297477, 8.559575000000001 47.297483, 8.559561 47.297486, 8.559543 47.297487, 8.559545999999999 47.297545, 8.559575000000001 47.297548, 8.559585 47.297553, 8.559592 47.29756, 8.559597 47.297569, 8.559597999999999 47.29758, 8.559683 47.297582, 8.559685999999999 47.297451)"
3871134157,8.557617449479112,47.29910498428412,right_before_left,"LINESTRING (8.557674 47.299164, 8.557724 47.299117, 8.557689 47.299104, 8.557664000000001 47.299094, 8.557645000000001 47.299084, 8.557626000000001 47.299074, 8.557604 47.299061, 8.557573 47.299044, 8.55752 47.299088, 8.557539 47.299105, 8.557543000000001 47.299114, 8.557542 47.299123, 8.557537999999999 47.299134, 8.557529000000001 47.299145, 8.557600000000001 47.299176, 8.55762 47.299162, 8.557632 47.299159, 8.557645000000001 47.299158, 8.557658999999999 47.29916, 8.557674 47.299164)"
243090676,8.557057385762883,47.29872624160303,right_before_left,"LINESTRING (8.557096 47.298797, 8.557157999999999 47.298757, 8.557136 47.298736, 8.557131999999999 47.298725, 8.557131999999999 47.298715, 8.557136 47.298705, 8.557145 47.298696, 8.557078000000001 47.298661, 8.556960999999999 47.298762, 8.557027 47.298798, 8.557048999999999 47.298786, 8.557060999999999 47.298784, 8.557072 47.298785, 8.557084 47.298789, 8.557096 47.298797)"
60549976,8.559692656597479,47.297884796148935,priority,"LINESTRING (8.559777 47.29789, 8.559775999999999 47.29786, 8.559742 47.297867, 8.559711999999999 47.297871, 8.559685 47.29787, 8.559661999999999 47.297865, 8.559642 47.297856, 8.559626 47.297843, 8.559611 47.297873, 8.559631 47.297887, 8.559638 47.297895, 8.559642 47.297904, 8.559644 47.297914, 8.559644 47.297924, 8.559728 47.29793, 8.559735 47.297913, 8.559742 47.297906, 8.559752 47.2979, 8.559763 47.297895, 8.559777 47.29789)"
60550977,8.558809516520796,47.29945421494881,priority,"LINESTRING (8.558871999999999 47.299512, 8.558914 47.299462, 8.558892 47.299449, 8.558887 47.299441, 8.558885999999999 47.299433, 8.558889000000001 47.299423, 8.558896000000001 47.299414, 8.558824 47.299383, 8.558802 47.2994, 8.558789000000001 47.299404, 8.558774 47.299405, 8.558759 47.299403, 8.558742000000001 47.299398, 8.558704000000001 47.29945, 8.558726999999999 47.299462, 8.558731999999999 47.29947, 8.558733999999999 47.299478, 8.558731 47.299487, 8.558724 47.299497, 8.558797999999999 47.299526, 8.558818 47.29951, 8.55883 47.299506, 8.558842 47.299505, 8.558856 47.299507, 8.558871999999999 47.299512)"
1062722850,8.557428765237946,47.30136301187645,priority,"LINESTRING (8.557498000000001 47.301325, 8.55742 47.301303, 8.557396000000001 47.301323, 8.557378 47.301329, 8.557357 47.301331, 8.557331 47.301329, 8.557302 47.301325, 8.557312 47.301387, 8.557338 47.301396, 8.557345 47.301403, 8.557347999999999 47.301411, 8.557347999999999 47.30142, 8.557342999999999 47.30143, 8.557421 47.301452, 8.557498000000001 47.301325)"
243091143,8.55686836262123,47.30232024607161,priority,"LINESTRING (8.556932 47.30229, 8.556854 47.302268, 8.556838000000001 47.302284, 8.556827 47.302289, 8.556815 47.302291, 8.556801 47.302291, 8.556785 47.30229, 8.556773 47.302317, 8.556797 47.302325, 8.556804 47.302331, 8.556806999999999 47.302338, 8.556806 47.302346, 8.556801999999999 47.302356, 8.55688 47.302377, 8.556932 47.30229)"
60551108,8.559006056356498,47.30224066824553,right_before_left,"LINESTRING (8.55908 47.302291, 8.559111 47.302238, 8.559084 47.302226, 8.559077 47.302219, 8.559073 47.30221, 8.559073 47.302201, 8.559077 47.30219, 8.558998000000001 47.302171, 8.558934000000001 47.302293, 8.559013 47.302312, 8.559029000000001 47.302295, 8.559039 47.30229, 8.559051 47.302288, 8.559065 47.302288, 8.55908 47.302291)"
277356802,8.560560680114634,47.300192955651454,right_before_left,"LINESTRING (8.560632999999999 47.300238, 8.560654 47.300212, 8.560631000000001 47.300199, 8.560625999999999 47.300191, 8.560624000000001 47.300183, 8.560627 47.300174, 8.560632999999999 47.300164, 8.560559 47.300135, 8.560487999999999 47.300223, 8.560561 47.300251, 8.560581000000001 47.300236, 8.560592 47.300232, 8.560604 47.300231, 8.560618 47.300233, 8.560632999999999 47.300238)"
60549925,8.56130116096785,47.299282643893406,priority,"LINESTRING (8.561337 47.299373, 8.561420999999999 47.299341, 8.561391 47.299322, 8.561385 47.299312, 8.561386000000001 47.299303, 8.561394 47.299293, 8.561408 47.299283, 8.561391 47.299218, 8.561362000000001 47.299232, 8.561332999999999 47.299241, 8.561305000000001 47.299245, 8.561275999999999 47.299244, 8.561249 47.299238, 8.561221 47.299226, 8.561194 47.299284, 8.561216999999999 47.2993, 8.561221 47.299311, 8.56122 47.299323, 8.561213 47.299338, 8.561202 47.299354, 8.561278 47.299379, 8.561292999999999 47.299368, 8.561302 47.299366, 8.561313 47.299366, 8.561324000000001 47.299368, 8.561337 47.299373)"
277356155,8.56213884917212,47.30003711650213,right_before_left,"LINESTRING (8.562217 47.299986, 8.562139 47.299963, 8.562122 47.29998, 8.562112000000001 47.299984, 8.562099999999999 47.299985, 8.562087 47.299983, 8.562072000000001 47.299979, 8.562030999999999 47.300029, 8.562056999999999 47.300043, 8.562063 47.300052, 8.562065 47.300061, 8.562063 47.30007, 8.562056999999999 47.30008, 8.562132 47.300107, 8.562151999999999 47.300082, 8.562165999999999 47.300063, 8.562177 47.300048, 8.562188000000001 47.300032, 8.562200000000001 47.300012, 8.562217 47.299986)"
277356806,8.561586038972115,47.300663985000256,right_before_left,"LINESTRING (8.561674999999999 47.300628, 8.561605999999999 47.300595, 8.561583000000001 47.300608, 8.56157 47.30061, 8.561556 47.30061, 8.561540000000001 47.300606, 8.561522999999999 47.300599, 8.561475 47.300646, 8.561494 47.30066, 8.561496999999999 47.300668, 8.561496 47.300675, 8.561489 47.300683, 8.561479 47.300691, 8.561534999999999 47.300734, 8.561567999999999 47.300713, 8.561593 47.300698, 8.561612 47.300685, 8.561629999999999 47.30067, 8.561648999999999 47.300652, 8.561674999999999 47.300628)"
60549932,8.562297166875595,47.29978288909078,priority,"LINESTRING (8.562353 47.299855, 8.562409000000001 47.299812, 8.562379999999999 47.299795, 8.562358 47.299783, 8.562341 47.299772, 8.562325 47.299761, 8.562309000000001 47.299746, 8.562289 47.299724, 8.562219000000001 47.299757, 8.562232 47.299779, 8.562233000000001 47.299793, 8.56223 47.299808, 8.562224000000001 47.299824, 8.562215 47.299842, 8.562293 47.299864, 8.562309000000001 47.299848, 8.562317999999999 47.299845, 8.562329 47.299845, 8.562340000000001 47.299848, 8.562353 47.299855)"
243089303,8.568116507423778,47.28687293979571,priority,"LINESTRING (8.568168999999999 47.286851, 8.568087 47.286836, 8.568061 47.286891, 8.568087999999999 47.286895, 8.568111 47.286895, 8.568130999999999 47.28689, 8.568147 47.286882, 8.568160000000001 47.286869, 8.568168999999999 47.286851)"
243089300,8.56622560097372,47.28744826005793,priority,"LINESTRING (8.566255 47.287482, 8.566273000000001 47.287426, 8.566228000000001 47.287425, 8.56621 47.28743, 8.566195 47.287438, 8.566183000000001 47.28745, 8.566174 47.287466, 8.566255 47.287482)"
299820188,8.551072340116157,47.28963570469452,priority,"LINESTRING (8.551079 47.289696, 8.551151000000001 47.289665, 8.551138999999999 47.289643, 8.55114 47.28963, 8.551145 47.289615, 8.551152999999999 47.2896, 8.551166 47.289583, 8.551093 47.289554, 8.551074 47.289569, 8.551064999999999 47.289571, 8.551054000000001 47.28957, 8.551043999999999 47.289565, 8.551033 47.289558, 8.550967 47.289594, 8.550993 47.289615, 8.551012 47.289631, 8.551026999999999 47.289644, 8.551041 47.289657, 8.551057 47.289674, 8.551079 47.289696)"
cluster_33980323_33980324,8.555117566445764,47.285717949253595,priority,"LINESTRING (8.555126 47.285871, 8.555208 47.285856, 8.555185 47.28581, 8.555167000000001 47.285775, 8.555153000000001 47.285746, 8.555144 47.285717, 8.555137999999999 47.285681, 8.555134000000001 47.285632, 8.55505 47.285633, 8.55505 47.285681, 8.555047999999999 47.28572, 8.555042 47.285751, 8.555033 47.285774, 8.555021 47.285788, 8.555006000000001 47.285795, 8.555025000000001 47.285851, 8.555051000000001 47.285848, 8.555073999999999 47.285847, 8.555092999999999 47.285849, 8.555108000000001 47.285854, 8.555118999999999 47.285861, 8.555126 47.285871)"
3729631004,8.456480542156404,47.39827235877411,priority,"LINESTRING (8.456576 47.398282, 8.456573000000001 47.398254, 8.456542000000001 47.398251, 8.456531 47.398246, 8.456522 47.398239, 8.456515 47.398229, 8.456511000000001 47.398217, 8.456427 47.398226, 8.456426 47.398246, 8.45642 47.398253, 8.456410999999999 47.398259, 8.456398 47.398263, 8.456383000000001 47.398265, 8.456386999999999 47.398294, 8.456576 47.398282)"
312755892,8.456229507800053,47.39715521529009,right_before_left,"LINESTRING (8.456198000000001 47.397224, 8.456283000000001 47.397218, 8.456284999999999 47.397198, 8.456291 47.397191, 8.456301 47.397185, 8.456314000000001 47.397182, 8.456329999999999 47.39718, 8.456325 47.397123, 8.456135 47.39713, 8.456139 47.397187, 8.456168999999999 47.39719, 8.45618 47.397196, 8.456189 47.397203, 8.456194999999999 47.397213, 8.456198000000001 47.397224)"
233326610,8.519797702175685,47.31408529557183,priority,"LINESTRING (8.519803 47.314114, 8.5198 47.314056, 8.519793999999999 47.314057, 8.519792000000001 47.314057, 8.51979 47.314057, 8.519788 47.314057, 8.519784 47.314058, 8.519803 47.314114)"
419334141,8.515984066046741,47.319953054532135,priority,"LINESTRING (8.516061000000001 47.320002, 8.516088999999999 47.319947, 8.516062 47.319937, 8.516054 47.31993, 8.516050999999999 47.319921, 8.516050999999999 47.319912, 8.516054 47.319901, 8.515974 47.319883, 8.515912999999999 47.320006, 8.515993999999999 47.320024, 8.516009 47.320006, 8.516019 47.320001, 8.516031 47.319999, 8.516045 47.319999, 8.516061000000001 47.320002)"
6130646964,8.494685464726945,47.39393760880246,priority,"LINESTRING (8.494692000000001 47.393982, 8.494731 47.393969, 8.494726 47.393963, 8.494726999999999 47.393961, 8.494730000000001 47.393959, 8.494735 47.393959, 8.494742 47.39396, 8.49475 47.393932, 8.494730000000001 47.393926, 8.494724 47.393922, 8.494718000000001 47.393918, 8.49471 47.393914, 8.494699000000001 47.39391, 8.494664999999999 47.393963, 8.494678 47.393967, 8.494681999999999 47.39397, 8.494686 47.393973, 8.494688999999999 47.393976, 8.494692000000001 47.393982)"
cluster_11910262150_139593109_4364052_4364058_5878339678_5878339679_92206011,8.493371407281554,47.394151904167146,priority,"LINESTRING (8.493225000000001 47.394278, 8.493411999999999 47.394247, 8.493411999999999 47.394228, 8.493423999999999 47.39421, 8.493449999999999 47.394192, 8.493487999999999 47.394174, 8.493539 47.394156, 8.493603 47.394137, 8.493573 47.394084, 8.493511 47.394099, 8.493460000000001 47.394108, 8.493418999999999 47.394113, 8.493387999999999 47.394113, 8.493368 47.394107, 8.493358000000001 47.394097, 8.493169999999999 47.394129, 8.493171 47.39415, 8.493164999999999 47.394159, 8.493156000000001 47.394166, 8.493143 47.394172, 8.493124999999999 47.394178, 8.493154000000001 47.394232, 8.493183999999999 47.394232, 8.493197 47.394238, 8.493207999999999 47.394247, 8.493217 47.394261, 8.493225000000001 47.394278)"
1990946417,8.508657433150587,47.38548193207731,priority,"LINESTRING (8.508562 47.385461, 8.508725999999999 47.385432, 8.508723 47.385411, 8.508727 47.385404, 8.508732 47.385397, 8.508739 47.385389, 8.508747 47.385377, 8.508703000000001 47.385366, 8.508694 47.385366, 8.508531 47.385398, 8.508562 47.385461)"
453801,8.508673731710388,47.385524473357414,priority,"LINESTRING (8.508642999999999 47.385565, 8.508725999999999 47.385553, 8.508728 47.385524, 8.508735 47.385514, 8.508742 47.385504, 8.508746 47.385492, 8.508743000000001 47.385476, 8.508578999999999 47.385505, 8.508599 47.385528, 8.508611999999999 47.385535, 8.508623999999999 47.385541, 8.508635 47.385551, 8.508642999999999 47.385565)"
316677693,8.520097746467098,47.37925056271716,priority,"LINESTRING (8.520073999999999 47.379304, 8.52018 47.379257, 8.520121 47.379197, 8.520015000000001 47.379245, 8.520073999999999 47.379304)"
455526,8.519498068163156,47.37863401399315,traffic_light,"LINESTRING (8.519494 47.378713, 8.519603 47.378669, 8.519593 47.37865, 8.519594 47.378641, 8.519598999999999 47.378634, 8.519609000000001 47.378627, 8.519622 47.378621, 8.519581000000001 47.37857, 8.519539 47.378581, 8.51952 47.378581, 8.519504 47.378579, 8.519489999999999 47.378573, 8.519477999999999 47.378563, 8.519408 47.378596, 8.519418 47.378615, 8.519415 47.378625, 8.519406999999999 47.378634, 8.519394 47.378643, 8.519375999999999 47.378652, 8.519420999999999 47.378701, 8.519449 47.378694, 8.519462000000001 47.378694, 8.519473 47.378698, 8.519484 47.378704, 8.519494 47.378713)"
504654565,8.617667469172535,47.396866369964954,priority,"LINESTRING (8.617648000000001 47.396948, 8.617691000000001 47.396947, 8.617692 47.396941, 8.617692999999999 47.39694, 8.617696 47.39694, 8.617699 47.396942, 8.617702 47.396945, 8.61777 47.39691, 8.617703000000001 47.396851, 8.617635 47.396885, 8.617651 47.396906, 8.617652 47.396914, 8.617651 47.396923, 8.617649 47.396934, 8.617648000000001 47.396948)"
26638965,8.61805196870494,47.39715136346595,traffic_light,"LINESTRING (8.618197 47.39728, 8.618254 47.397237, 8.618266999999999 47.397219, 8.618287 47.397134, 8.6182 47.397124, 8.618134 47.397116, 8.618081 47.397106, 8.618031999999999 47.39709, 8.617979 47.397064, 8.617914000000001 47.397025, 8.617856 47.397067, 8.617872 47.39708, 8.617872 47.397084, 8.617867 47.397086, 8.617857000000001 47.397087, 8.617842 47.397086, 8.617823 47.397171, 8.61791 47.39718, 8.617976000000001 47.397188, 8.618029 47.397199, 8.618078000000001 47.397215, 8.618131 47.397241, 8.618197 47.39728)"
5162529274,8.621131686548507,47.399062352607245,priority,"LINESTRING (8.621157999999999 47.399122, 8.621219 47.399082, 8.621205 47.399066, 8.621203 47.399058, 8.621205 47.399049, 8.62121 47.399041, 8.621219999999999 47.399032, 8.621195 47.399007, 8.621169 47.399021, 8.621155999999999 47.399023, 8.621143 47.399022, 8.621130000000001 47.399017, 8.621116000000001 47.399009, 8.621054000000001 47.399048, 8.621157999999999 47.399122)"
1492866211,8.620422851948256,47.39859534329155,priority,"LINESTRING (8.620483 47.398658, 8.620528999999999 47.39861, 8.620509 47.398595, 8.620506000000001 47.398587, 8.620506000000001 47.398579, 8.620511 47.39857, 8.620520000000001 47.398561, 8.620455 47.398524, 8.620426 47.398542, 8.620411000000001 47.398546, 8.620396 47.398548, 8.620381 47.398547, 8.620365 47.398543, 8.620326 47.398594, 8.620386999999999 47.398615, 8.620407999999999 47.398623, 8.620428 47.398631, 8.620452 47.398642, 8.620483 47.398658)"
60548672,8.571407160942133,47.285201255885376,priority,"LINESTRING (8.571479999999999 47.285242, 8.571495000000001 47.285214, 8.571474 47.285199, 8.571467999999999 47.285191, 8.571464000000001 47.285183, 8.571464000000001 47.285174, 8.571467 47.285164, 8.571384999999999 47.285149, 8.571370999999999 47.285171, 8.57136 47.285179, 8.571348 47.285185, 8.571334999999999 47.285188, 8.571319000000001 47.28519, 8.571320999999999 47.285219, 8.571357000000001 47.285217, 8.571384 47.285216, 8.571407000000001 47.285217, 8.571427999999999 47.285221, 8.571452000000001 47.285229, 8.571479999999999 47.285242)"
9317349641,8.571900608093694,47.2842597149172,dead_end,"LINESTRING (8.571901 47.28426, 8.571861 47.28425, 8.571901 47.28426, 8.571901 47.28426)"
28587330,8.52736387631589,47.37590166063076,priority,"LINESTRING (8.527393999999999 47.375955, 8.527448 47.375911, 8.527431999999999 47.375898, 8.527430000000001 47.375891, 8.527431999999999 47.375885, 8.527437000000001 47.375878, 8.527447 47.375872, 8.527419 47.37585, 8.527393 47.375861, 8.527381 47.375863, 8.527367999999999 47.375862, 8.527357 47.375859, 8.527345 47.375854, 8.527291999999999 47.375899, 8.527393999999999 47.375955)"
5682256138,8.527288080526233,47.375859956388176,priority,"LINESTRING (8.527302000000001 47.375905, 8.527355999999999 47.37586, 8.527329 47.375841, 8.527322 47.375832, 8.527315 47.375824, 8.527305 47.375815, 8.527290000000001 47.375804, 8.527207000000001 47.375869, 8.527240000000001 47.375884, 8.527253999999999 47.375887, 8.527267999999999 47.375891, 8.527283000000001 47.375896, 8.527302000000001 47.375905)"
